user_id,field,response,attention,news_eval,condition,ip_address,ipblock
1651266737130_jhzsz,willsmith_importance,1_no-importance,1,1,0.5,67.63.94.123,0
1651266737130_jhzsz,willsmith_newsworthiness,2_very-low-newsworthiness,1,2,0.5,67.63.94.123,0
1651266737130_jhzsz,willsmith_cards_perc,47,1,47,0.5,67.63.94.123,0
1651266747983_lpbhe,election_importance,5_high-importance,1,5,-0.5,67.241.32.251,0
1651266747983_lpbhe,election_newsworthiness,5_high-newsworthiness,1,5,-0.5,67.241.32.251,0
1651266747983_lpbhe,johnny_importance,5_high-importance,1,5,-0.5,67.241.32.251,0
1651266747983_lpbhe,johnny_newsworthiness,6_very-high-newsworthiness,1,6,-0.5,67.241.32.251,0
1651266747983_lpbhe,willsmith_importance,5_high-importance,1,5,-0.5,67.241.32.251,0
1651266747983_lpbhe,willsmith_newsworthiness,5_high-newsworthiness,1,5,-0.5,67.241.32.251,0
1651266747983_lpbhe,willsmith_cards_perc,25,1,25,-0.5,67.241.32.251,0
1651266755262_o0h80,election_importance,6_very-high-importance,1,6,-0.5,174.202.230.16,0
1651266755262_o0h80,election_newsworthiness,6_very-high-newsworthiness,1,6,-0.5,174.202.230.16,0
1651266755262_o0h80,johnny_importance,2_very-low-importance,1,2,-0.5,174.202.230.16,0
1651266755262_o0h80,johnny_newsworthiness,4_some-newsworthiness,1,4,-0.5,174.202.230.16,0
1651266755262_o0h80,willsmith_importance,2_very-low-importance,1,2,-0.5,174.202.230.16,0
1651266755262_o0h80,willsmith_newsworthiness,5_high-newsworthiness,1,5,-0.5,174.202.230.16,0
1651266755262_o0h80,willsmith_cards_perc,3,1,3,-0.5,174.202.230.16,0
1651266762376_4sinw,election_importance,5_high-importance,1,5,-0.5,216.23.255.205,0
1651266762376_4sinw,election_newsworthiness,5_high-newsworthiness,1,5,-0.5,216.23.255.205,0
1651266762376_4sinw,johnny_importance,4_some-importance,1,4,-0.5,216.23.255.205,0
1651266762376_4sinw,johnny_newsworthiness,4_some-newsworthiness,1,4,-0.5,216.23.255.205,0
1651266762376_4sinw,willsmith_importance,2_very-low-importance,1,2,-0.5,216.23.255.205,0
1651266762376_4sinw,willsmith_newsworthiness,4_some-newsworthiness,1,4,-0.5,216.23.255.205,0
1651266762376_4sinw,willsmith_cards_perc,5,1,5,-0.5,216.23.255.205,0
1651266768224_ik0xd,election_importance,4_some-importance,1,4,0.5,72.190.80.79,0
1651266768224_ik0xd,election_newsworthiness,5_high-newsworthiness,1,5,0.5,72.190.80.79,0
1651266768224_ik0xd,johnny_importance,2_very-low-importance,1,2,0.5,72.190.80.79,0
1651266768224_ik0xd,johnny_newsworthiness,2_very-low-newsworthiness,1,2,0.5,72.190.80.79,0
1651266768224_ik0xd,willsmith_importance,3_low-importance,1,3,0.5,72.190.80.79,0
1651266768224_ik0xd,willsmith_newsworthiness,5_high-newsworthiness,1,5,0.5,72.190.80.79,0
1651266768224_ik0xd,willsmith_cards_perc,46,1,46,0.5,72.190.80.79,0
1651266783858_c23xj,election_importance,6_very-high-importance,1,6,-0.5,72.9.202.186,0
1651266783858_c23xj,election_newsworthiness,6_very-high-newsworthiness,1,6,-0.5,72.9.202.186,0
1651266783858_c23xj,johnny_importance,6_very-high-importance,1,6,-0.5,72.9.202.186,0
1651266783858_c23xj,johnny_newsworthiness,6_very-high-newsworthiness,1,6,-0.5,72.9.202.186,0
1651266783858_c23xj,willsmith_importance,1_no-importance,1,1,-0.5,72.9.202.186,0
1651266783858_c23xj,willsmith_newsworthiness,4_some-newsworthiness,1,4,-0.5,72.9.202.186,0
1651266783858_c23xj,willsmith_cards_perc,5,1,5,-0.5,72.9.202.186,0
1651266808049_88hb8,election_importance,5_high-importance,1,5,-0.5,108.197.164.71,0
1651266808049_88hb8,election_newsworthiness,5_high-newsworthiness,1,5,-0.5,108.197.164.71,0
1651266808049_88hb8,johnny_importance,3_low-importance,1,3,-0.5,108.197.164.71,0
1651266808049_88hb8,johnny_newsworthiness,4_some-newsworthiness,1,4,-0.5,108.197.164.71,0
1651266808049_88hb8,willsmith_importance,4_some-importance,1,4,-0.5,108.197.164.71,0
1651266808049_88hb8,willsmith_newsworthiness,4_some-newsworthiness,1,4,-0.5,108.197.164.71,0
1651266808049_88hb8,willsmith_cards_perc,2,1,2,-0.5,108.197.164.71,0
1651266842023_17zzj,election_importance,6_very-high-importance,1,6,0.5,68.185.37.230,0
1651266842023_17zzj,election_newsworthiness,5_high-newsworthiness,1,5,0.5,68.185.37.230,0
1651266842023_17zzj,johnny_importance,4_some-importance,1,4,0.5,68.185.37.230,0
1651266842023_17zzj,johnny_newsworthiness,2_very-low-newsworthiness,1,2,0.5,68.185.37.230,0
1651266842023_17zzj,willsmith_importance,1_no-importance,1,1,0.5,68.185.37.230,0
1651266842023_17zzj,willsmith_newsworthiness,1_no-newsworthiness,1,1,0.5,68.185.37.230,0
1651266842023_17zzj,willsmith_cards_perc,70,1,70,0.5,68.185.37.230,0
1651266848287_ub5id,election_importance,5_high-importance,1,5,0.5,24.178.146.205,0
1651266848287_ub5id,election_newsworthiness,2_very-low-newsworthiness,1,2,0.5,24.178.146.205,0
1651266848287_ub5id,johnny_importance,6_very-high-importance,1,6,0.5,24.178.146.205,0
1651266848287_ub5id,johnny_newsworthiness,6_very-high-newsworthiness,1,6,0.5,24.178.146.205,0
1651266848287_ub5id,willsmith_importance,4_some-importance,1,4,0.5,24.178.146.205,0
1651266848287_ub5id,willsmith_newsworthiness,2_very-low-newsworthiness,1,2,0.5,24.178.146.205,0
1651266848287_ub5id,willsmith_cards_perc,82,1,82,0.5,24.178.146.205,0
1651266916247_h0msc,election_importance,6_very-high-importance,1,6,-0.5,98.213.118.142,0
1651266916247_h0msc,election_newsworthiness,6_very-high-newsworthiness,1,6,-0.5,98.213.118.142,0
1651266916247_h0msc,johnny_importance,5_high-importance,1,5,-0.5,98.213.118.142,0
1651266916247_h0msc,johnny_newsworthiness,5_high-newsworthiness,1,5,-0.5,98.213.118.142,0
1651266916247_h0msc,willsmith_importance,5_high-importance,1,5,-0.5,98.213.118.142,0
1651266916247_h0msc,willsmith_newsworthiness,5_high-newsworthiness,1,5,-0.5,98.213.118.142,0
1651266916247_h0msc,willsmith_cards_perc,3,1,3,-0.5,98.213.118.142,0
1651266973188_xzx9v,election_importance,2_very-low-importance,1,2,0.5,27.147.205.187,1
1651266973188_xzx9v,election_newsworthiness,3_low-newsworthiness,1,3,0.5,27.147.205.187,1
1651266973188_xzx9v,johnny_importance,4_some-importance,1,4,0.5,27.147.205.187,1
1651266973188_xzx9v,johnny_newsworthiness,4_some-newsworthiness,1,4,0.5,27.147.205.187,1
1651266973188_xzx9v,willsmith_importance,3_low-importance,1,3,0.5,27.147.205.187,1
1651266973188_xzx9v,willsmith_newsworthiness,2_very-low-newsworthiness,1,2,0.5,27.147.205.187,1
1651266973188_xzx9v,willsmith_cards_perc,86,1,86,0.5,27.147.205.187,1
1651267028213_uqb59,election_importance,6_very-high-importance,1,6,0.5,74.98.224.241,0
1651267028213_uqb59,election_newsworthiness,6_very-high-newsworthiness,1,6,0.5,74.98.224.241,0
1651267028213_uqb59,johnny_importance,5_high-importance,1,5,0.5,74.98.224.241,0
1651267028213_uqb59,johnny_newsworthiness,6_very-high-newsworthiness,1,6,0.5,74.98.224.241,0
1651267028213_uqb59,willsmith_importance,1_no-importance,1,1,0.5,74.98.224.241,0
1651267028213_uqb59,willsmith_newsworthiness,3_low-newsworthiness,1,3,0.5,74.98.224.241,0
1651267028213_uqb59,willsmith_cards_perc,91,1,91,0.5,74.98.224.241,0
1651267201427_majxz,election_importance,6_very-high-importance,1,6,-0.5,73.149.186.215,0
1651267201427_majxz,election_newsworthiness,6_very-high-newsworthiness,1,6,-0.5,73.149.186.215,0
1651267201427_majxz,johnny_importance,3_low-importance,1,3,-0.5,73.149.186.215,0
1651267201427_majxz,johnny_newsworthiness,3_low-newsworthiness,1,3,-0.5,73.149.186.215,0
1651267201427_majxz,willsmith_importance,1_no-importance,1,1,-0.5,73.149.186.215,0
1651267201427_majxz,willsmith_newsworthiness,2_very-low-newsworthiness,1,2,-0.5,73.149.186.215,0
1651267201427_majxz,willsmith_cards_perc,7,1,7,-0.5,73.149.186.215,0
1651267663730_qvfmw,election_importance,4_some-importance,0.5,4,0.5,65.188.49.244,0
1651267663730_qvfmw,election_newsworthiness,3_low-newsworthiness,0.5,3,0.5,65.188.49.244,0
1651267663730_qvfmw,johnny_importance,5_high-importance,0.5,5,0.5,65.188.49.244,0
1651267663730_qvfmw,johnny_newsworthiness,4_some-newsworthiness,0.5,4,0.5,65.188.49.244,0
1651267663730_qvfmw,willsmith_importance,2_very-low-importance,0.5,2,0.5,65.188.49.244,0
1651267663730_qvfmw,willsmith_newsworthiness,4_some-newsworthiness,0.5,4,0.5,65.188.49.244,0
1651267663730_qvfmw,willsmith_cards_perc,30,0.5,30,0.5,65.188.49.244,0
1651268587992_r138c,election_importance,6_very-high-importance,1,6,0.5,99.185.141.111,0
1651268587992_r138c,election_newsworthiness,6_very-high-newsworthiness,1,6,0.5,99.185.141.111,0
1651268587992_r138c,johnny_importance,1_no-importance,1,1,0.5,99.185.141.111,0
1651268587992_r138c,johnny_newsworthiness,1_no-newsworthiness,1,1,0.5,99.185.141.111,0
1651268587992_r138c,willsmith_importance,4_some-importance,1,4,0.5,99.185.141.111,0
1651268587992_r138c,willsmith_newsworthiness,2_very-low-newsworthiness,1,2,0.5,99.185.141.111,0
1651268587992_r138c,willsmith_cards_perc,61,1,61,0.5,99.185.141.111,0
1651270673128_rnrdq,election_importance,6_very-high-importance,1,6,-0.5,172.58.76.249,0
1651270673128_rnrdq,election_newsworthiness,3_low-newsworthiness,1,3,-0.5,172.58.76.249,0
1651270673128_rnrdq,johnny_importance,5_high-importance,1,5,-0.5,172.58.76.249,0
1651270673128_rnrdq,johnny_newsworthiness,6_very-high-newsworthiness,1,6,-0.5,172.58.76.249,0
1651270673128_rnrdq,willsmith_importance,6_very-high-importance,1,6,-0.5,172.58.76.249,0
1651270673128_rnrdq,willsmith_newsworthiness,6_very-high-newsworthiness,1,6,-0.5,172.58.76.249,0
1651270673128_rnrdq,willsmith_cards_perc,1,1,1,-0.5,172.58.76.249,0
1651272124729_i5p08,election_importance,4_some-importance,1,4,-0.5,184.101.25.239,0
1651272124729_i5p08,election_newsworthiness,4_some-newsworthiness,1,4,-0.5,184.101.25.239,0
1651272124729_i5p08,johnny_importance,3_low-importance,1,3,-0.5,184.101.25.239,0
1651272124729_i5p08,johnny_newsworthiness,3_low-newsworthiness,1,3,-0.5,184.101.25.239,0
1651272124729_i5p08,willsmith_importance,3_low-importance,1,3,-0.5,184.101.25.239,0
1651272124729_i5p08,willsmith_newsworthiness,3_low-newsworthiness,1,3,-0.5,184.101.25.239,0
1651272124729_i5p08,willsmith_cards_perc,50,1,50,-0.5,184.101.25.239,0
1651272228702_rtkkb,election_importance,6_very-high-importance,1,6,-0.5,98.176.225.46,0
1651272228702_rtkkb,election_newsworthiness,6_very-high-newsworthiness,1,6,-0.5,98.176.225.46,0
1651272228702_rtkkb,johnny_importance,5_high-importance,1,5,-0.5,98.176.225.46,0
1651272228702_rtkkb,johnny_newsworthiness,5_high-newsworthiness,1,5,-0.5,98.176.225.46,0
1651272228702_rtkkb,willsmith_importance,5_high-importance,1,5,-0.5,98.176.225.46,0
1651272228702_rtkkb,willsmith_newsworthiness,5_high-newsworthiness,1,5,-0.5,98.176.225.46,0
1651272228702_rtkkb,willsmith_cards_perc,50,1,50,-0.5,98.176.225.46,0
1651511958161_zgpci,election_importance,6_very-high-importance,1,6,-0.5,74.117.136.50,0
1651511958161_zgpci,election_newsworthiness,2_very-low-newsworthiness,1,2,-0.5,74.117.136.50,0
1651511958161_zgpci,johnny_importance,1_no-importance,1,1,-0.5,74.117.136.50,0
1651511958161_zgpci,johnny_newsworthiness,6_very-high-newsworthiness,1,6,-0.5,74.117.136.50,0
1651511958161_zgpci,willsmith_importance,1_no-importance,1,1,-0.5,74.117.136.50,0
1651511958161_zgpci,willsmith_newsworthiness,6_very-high-newsworthiness,1,6,-0.5,74.117.136.50,0
1651511958161_zgpci,willsmith_cards_perc,0,1,0,-0.5,74.117.136.50,0
1651511960177_s5g4r,election_importance,5_high-importance,1,5,0.5,66.21.49.130,0
1651511960177_s5g4r,election_newsworthiness,5_high-newsworthiness,1,5,0.5,66.21.49.130,0
1651511960177_s5g4r,johnny_importance,2_very-low-importance,1,2,0.5,66.21.49.130,0
1651511960177_s5g4r,johnny_newsworthiness,3_low-newsworthiness,1,3,0.5,66.21.49.130,0
1651511960177_s5g4r,willsmith_importance,2_very-low-importance,1,2,0.5,66.21.49.130,0
1651511960177_s5g4r,willsmith_newsworthiness,2_very-low-newsworthiness,1,2,0.5,66.21.49.130,0
1651511960177_s5g4r,willsmith_cards_perc,83,1,83,0.5,66.21.49.130,0
1651511968618_5zavu,election_importance,6_very-high-importance,1,6,0.5,72.82.15.65,0
1651511968618_5zavu,election_newsworthiness,6_very-high-newsworthiness,1,6,0.5,72.82.15.65,0
1651511968618_5zavu,johnny_importance,1_no-importance,1,1,0.5,72.82.15.65,0
1651511968618_5zavu,johnny_newsworthiness,6_very-high-newsworthiness,1,6,0.5,72.82.15.65,0
1651511968618_5zavu,willsmith_importance,1_no-importance,1,1,0.5,72.82.15.65,0
1651511968618_5zavu,willsmith_newsworthiness,6_very-high-newsworthiness,1,6,0.5,72.82.15.65,0
1651511968618_5zavu,willsmith_cards_perc,80,1,80,0.5,72.82.15.65,0
1651511969221_hkkvq,election_importance,6_very-high-importance,1,6,-0.5,75.131.79.98,0
1651511969221_hkkvq,election_newsworthiness,6_very-high-newsworthiness,1,6,-0.5,75.131.79.98,0
1651511969221_hkkvq,johnny_importance,4_some-importance,1,4,-0.5,75.131.79.98,0
1651511969221_hkkvq,johnny_newsworthiness,5_high-newsworthiness,1,5,-0.5,75.131.79.98,0
1651511969221_hkkvq,willsmith_importance,4_some-importance,1,4,-0.5,75.131.79.98,0
1651511969221_hkkvq,willsmith_newsworthiness,5_high-newsworthiness,1,5,-0.5,75.131.79.98,0
1651511969221_hkkvq,willsmith_cards_perc,0,1,0,-0.5,75.131.79.98,0
1651511979974_ij4nl,election_importance,6_very-high-importance,1,6,-0.5,199.27.253.135,0
1651511979974_ij4nl,election_newsworthiness,6_very-high-newsworthiness,1,6,-0.5,199.27.253.135,0
1651511979974_ij4nl,johnny_importance,1_no-importance,1,1,-0.5,199.27.253.135,0
1651511979974_ij4nl,johnny_newsworthiness,3_low-newsworthiness,1,3,-0.5,199.27.253.135,0
1651511979974_ij4nl,willsmith_importance,3_low-importance,1,3,-0.5,199.27.253.135,0
1651511979974_ij4nl,willsmith_newsworthiness,3_low-newsworthiness,1,3,-0.5,199.27.253.135,0
1651511979974_ij4nl,willsmith_cards_perc,1,1,1,-0.5,199.27.253.135,0
1651511980393_aowof,election_importance,4_some-importance,1,4,0.5,24.128.226.33,0
1651511980393_aowof,election_newsworthiness,4_some-newsworthiness,1,4,0.5,24.128.226.33,0
1651511980393_aowof,johnny_importance,4_some-importance,1,4,0.5,24.128.226.33,0
1651511980393_aowof,johnny_newsworthiness,4_some-newsworthiness,1,4,0.5,24.128.226.33,0
1651511980393_aowof,willsmith_importance,4_some-importance,1,4,0.5,24.128.226.33,0
1651511980393_aowof,willsmith_newsworthiness,4_some-newsworthiness,1,4,0.5,24.128.226.33,0
1651511980393_aowof,willsmith_cards_perc,20,1,20,0.5,24.128.226.33,0
1651511982415_iw1ma,election_importance,5_high-importance,1,5,-0.5,50.76.200.145,0
1651511982415_iw1ma,election_newsworthiness,4_some-newsworthiness,1,4,-0.5,50.76.200.145,0
1651511982415_iw1ma,johnny_importance,4_some-importance,1,4,-0.5,50.76.200.145,0
1651511982415_iw1ma,johnny_newsworthiness,3_low-newsworthiness,1,3,-0.5,50.76.200.145,0
1651511982415_iw1ma,willsmith_importance,3_low-importance,1,3,-0.5,50.76.200.145,0
1651511982415_iw1ma,willsmith_newsworthiness,2_very-low-newsworthiness,1,2,-0.5,50.76.200.145,0
1651511982415_iw1ma,willsmith_cards_perc,5,1,5,-0.5,50.76.200.145,0
1651511982751_7kd2x,election_importance,6_very-high-importance,1,6,-0.5,24.35.225.141,0
1651511982751_7kd2x,election_newsworthiness,6_very-high-newsworthiness,1,6,-0.5,24.35.225.141,0
1651511982751_7kd2x,johnny_importance,2_very-low-importance,1,2,-0.5,24.35.225.141,0
1651511982751_7kd2x,johnny_newsworthiness,4_some-newsworthiness,1,4,-0.5,24.35.225.141,0
1651511982751_7kd2x,willsmith_importance,3_low-importance,1,3,-0.5,24.35.225.141,0
1651511982751_7kd2x,willsmith_newsworthiness,4_some-newsworthiness,1,4,-0.5,24.35.225.141,0
1651511982751_7kd2x,willsmith_cards_perc,2,1,2,-0.5,24.35.225.141,0
1651511997007_swtqi,election_importance,6_very-high-importance,1,6,0.5,98.163.11.129,0
1651511997007_swtqi,election_newsworthiness,4_some-newsworthiness,1,4,0.5,98.163.11.129,0
1651511997007_swtqi,johnny_importance,5_high-importance,1,5,0.5,98.163.11.129,0
1651511997007_swtqi,johnny_newsworthiness,4_some-newsworthiness,1,4,0.5,98.163.11.129,0
1651511997007_swtqi,willsmith_importance,5_high-importance,1,5,0.5,98.163.11.129,0
1651511997007_swtqi,willsmith_newsworthiness,4_some-newsworthiness,1,4,0.5,98.163.11.129,0
1651511997007_swtqi,willsmith_cards_perc,50,1,50,0.5,98.163.11.129,0
1651512000911_gxozu,election_importance,5_high-importance,1,5,-0.5,217.147.186.119,0
1651512000911_gxozu,election_newsworthiness,6_very-high-newsworthiness,1,6,-0.5,217.147.186.119,0
1651512000911_gxozu,johnny_importance,2_very-low-importance,1,2,-0.5,217.147.186.119,0
1651512000911_gxozu,johnny_newsworthiness,6_very-high-newsworthiness,1,6,-0.5,217.147.186.119,0
1651512000911_gxozu,willsmith_importance,3_low-importance,1,3,-0.5,217.147.186.119,0
1651512000911_gxozu,willsmith_newsworthiness,6_very-high-newsworthiness,1,6,-0.5,217.147.186.119,0
1651512000911_gxozu,willsmith_cards_perc,1,1,1,-0.5,217.147.186.119,0
1651512010799_gz3iy,election_importance,5_high-importance,1,5,0.5,107.116.79.35,0
1651512010799_gz3iy,election_newsworthiness,5_high-newsworthiness,1,5,0.5,107.116.79.35,0
1651512010799_gz3iy,johnny_importance,4_some-importance,1,4,0.5,107.116.79.35,0
1651512010799_gz3iy,johnny_newsworthiness,5_high-newsworthiness,1,5,0.5,107.116.79.35,0
1651512010799_gz3iy,willsmith_importance,3_low-importance,1,3,0.5,107.116.79.35,0
1651512010799_gz3iy,willsmith_newsworthiness,4_some-newsworthiness,1,4,0.5,107.116.79.35,0
1651512010799_gz3iy,willsmith_cards_perc,25,1,25,0.5,107.116.79.35,0
1651512012373_clt1x,election_importance,6_very-high-importance,1,6,-0.5,68.231.152.227,0
1651512012373_clt1x,election_newsworthiness,6_very-high-newsworthiness,1,6,-0.5,68.231.152.227,0
1651512012373_clt1x,johnny_importance,1_no-importance,1,1,-0.5,68.231.152.227,0
1651512012373_clt1x,johnny_newsworthiness,5_high-newsworthiness,1,5,-0.5,68.231.152.227,0
1651512012373_clt1x,willsmith_importance,2_very-low-importance,1,2,-0.5,68.231.152.227,0
1651512012373_clt1x,willsmith_newsworthiness,4_some-newsworthiness,1,4,-0.5,68.231.152.227,0
1651512012373_clt1x,willsmith_cards_perc,6,1,6,-0.5,68.231.152.227,0
1651512028644_ejbsk,election_importance,5_high-importance,1,5,-0.5,73.204.222.208,0
1651512028644_ejbsk,election_newsworthiness,6_very-high-newsworthiness,1,6,-0.5,73.204.222.208,0
1651512028644_ejbsk,johnny_importance,6_very-high-importance,1,6,-0.5,73.204.222.208,0
1651512028644_ejbsk,johnny_newsworthiness,6_very-high-newsworthiness,1,6,-0.5,73.204.222.208,0
1651512028644_ejbsk,willsmith_importance,3_low-importance,1,3,-0.5,73.204.222.208,0
1651512028644_ejbsk,willsmith_newsworthiness,3_low-newsworthiness,1,3,-0.5,73.204.222.208,0
1651512028644_ejbsk,willsmith_cards_perc,4,1,4,-0.5,73.204.222.208,0
1651512029046_by1m2,election_importance,5_high-importance,1,5,0.5,35.143.171.220,0
1651512029046_by1m2,election_newsworthiness,5_high-newsworthiness,1,5,0.5,35.143.171.220,0
1651512029046_by1m2,johnny_importance,4_some-importance,1,4,0.5,35.143.171.220,0
1651512029046_by1m2,johnny_newsworthiness,4_some-newsworthiness,1,4,0.5,35.143.171.220,0
1651512029046_by1m2,willsmith_importance,4_some-importance,1,4,0.5,35.143.171.220,0
1651512029046_by1m2,willsmith_newsworthiness,4_some-newsworthiness,1,4,0.5,35.143.171.220,0
1651512029046_by1m2,willsmith_cards_perc,35,1,35,0.5,35.143.171.220,0
1651512043027_ww1wy,election_importance,5_high-importance,1,5,-0.5,216.171.3.194,0
1651512043027_ww1wy,election_newsworthiness,5_high-newsworthiness,1,5,-0.5,216.171.3.194,0
1651512043027_ww1wy,johnny_importance,2_very-low-importance,1,2,-0.5,216.171.3.194,0
1651512043027_ww1wy,johnny_newsworthiness,4_some-newsworthiness,1,4,-0.5,216.171.3.194,0
1651512043027_ww1wy,willsmith_importance,3_low-importance,1,3,-0.5,216.171.3.194,0
1651512043027_ww1wy,willsmith_newsworthiness,5_high-newsworthiness,1,5,-0.5,216.171.3.194,0
1651512043027_ww1wy,willsmith_cards_perc,2,1,2,-0.5,216.171.3.194,0
1651512050061_al18t,election_importance,4_some-importance,1,4,0.5,68.40.151.134,0
1651512050061_al18t,election_newsworthiness,4_some-newsworthiness,1,4,0.5,68.40.151.134,0
1651512050061_al18t,johnny_importance,2_very-low-importance,1,2,0.5,68.40.151.134,0
1651512050061_al18t,johnny_newsworthiness,2_very-low-newsworthiness,1,2,0.5,68.40.151.134,0
1651512050061_al18t,willsmith_importance,2_very-low-importance,1,2,0.5,68.40.151.134,0
1651512050061_al18t,willsmith_newsworthiness,2_very-low-newsworthiness,1,2,0.5,68.40.151.134,0
1651512050061_al18t,willsmith_cards_perc,61,1,61,0.5,68.40.151.134,0
1651512050800_t2ugd,election_importance,4_some-importance,1,4,0.5,72.204.22.5,0
1651512050800_t2ugd,election_newsworthiness,4_some-newsworthiness,1,4,0.5,72.204.22.5,0
1651512050800_t2ugd,johnny_importance,2_very-low-importance,1,2,0.5,72.204.22.5,0
1651512050800_t2ugd,johnny_newsworthiness,6_very-high-newsworthiness,1,6,0.5,72.204.22.5,0
1651512050800_t2ugd,willsmith_importance,2_very-low-importance,1,2,0.5,72.204.22.5,0
1651512050800_t2ugd,willsmith_newsworthiness,6_very-high-newsworthiness,1,6,0.5,72.204.22.5,0
1651512050800_t2ugd,willsmith_cards_perc,52,1,52,0.5,72.204.22.5,0
1651512050895_fyad0,election_importance,5_high-importance,0.5,5,0.5,73.204.210.15,0
1651512050895_fyad0,election_newsworthiness,4_some-newsworthiness,0.5,4,0.5,73.204.210.15,0
1651512050895_fyad0,johnny_importance,4_some-importance,0.5,4,0.5,73.204.210.15,0
1651512050895_fyad0,johnny_newsworthiness,5_high-newsworthiness,0.5,5,0.5,73.204.210.15,0
1651512050895_fyad0,willsmith_importance,3_low-importance,0.5,3,0.5,73.204.210.15,0
1651512050895_fyad0,willsmith_newsworthiness,5_high-newsworthiness,0.5,5,0.5,73.204.210.15,0
1651512050895_fyad0,willsmith_cards_perc,71,0.5,71,0.5,73.204.210.15,0
1651512053464_2n6g8,election_importance,5_high-importance,1,5,-0.5,212.69.145.194,1
1651512053464_2n6g8,election_newsworthiness,6_very-high-newsworthiness,1,6,-0.5,212.69.145.194,1
1651512053464_2n6g8,johnny_importance,4_some-importance,1,4,-0.5,212.69.145.194,1
1651512053464_2n6g8,johnny_newsworthiness,6_very-high-newsworthiness,1,6,-0.5,212.69.145.194,1
1651512053464_2n6g8,willsmith_importance,2_very-low-importance,1,2,-0.5,212.69.145.194,1
